ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,UniqueIDPriorSystem,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,MailingAddressIsPrivate,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,PhysicalAddressIsPrivate,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone1Description,Phone1IsPrivate,Phone2Number,Phone2Name,Phone2Description,Phone2IsPrivate,Phone3Number,Phone3Name,Phone3Description,Phone3IsPrivate,Phone4Number,Phone4Name,Phone4Description,Phone4IsPrivate,Phone5Number,Phone5name,Phone5Description,Phone5IsPrivate,PhoneFax,PhoneFaxDescription,PhoneFaxIsPrivate,PhoneTTY,PhoneTTYDescription,PhoneTTYIsPrivate,PhoneTollFree,PhoneTollFreeDescription,PhoneTollFreeIsPrivate,PhoneNumberHotline,PhoneNumberHotlineDescription,PhoneNumberHotlineIsPrivate,PhoneNumberBusinessLine,PhoneNumberBusinessLineDescription,PhoneNumberBusinessLineIsPrivate,PhoneNumberOutOfArea,PhoneNumberOutOfAreaDescription,PhoneNumberOutOfAreaIsPrivate,PhoneNumberAfterHours,PhoneNumberAfterHoursDescription,PhoneNumberAfterHoursIsPrivate,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,EligibilityAdult,EligibilityChild,EligibilityFamily,EligibilityFemale,EligibilityMale,EligibilityTeen,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,SeniorWorkerIsPrivate,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,MainContactIsPrivate,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,PaymentMethods,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,LanguagesOfferedList,AvailabilityNumberOfTimes,AvailabilityFrequency,AvailabilityPeriod,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,NormalWaitTime,EnteredOn,UpdatedOn,MadeInactiveOn,HighlightedResource,ConnectsToSiteNum,ConnectsToProgramNum,LanguageOfRecord,IsLinkOnly,ProgramAgencyNamePublic,SiteAgencyNamePublic,Categories,TaxonomyTerm,TaxonomyTerms,TaxonomyTermsNotDeactivated,TaxonomyCodes,Coverage,Hours,Custom_Are services provided to LGBTQ persons?,Custom_Automated Status,Custom_Batch ID,Custom_Does your program offer a harm reduction approach to service?,Custom_Eligibility by Age,Custom_Eligibility by Gender,Custom_In what language would you prefer to receive correspondence from Kids Help Phone?,Custom_Is this a bilingual service?,Custom_Manual Status,Custom_Please share your anonymity and confidentiality policy in regards to serving clients (please consider caller id age of consent client records application parental permission etc in your description):,Custom_Please suggest keywords that would be helpful when searching for this service:,Custom_Record Type,Custom_Source Database
51027128,North Bay Parry Sound District Health Unit - Sexual Health at North Bay Parry Sound District Health Unit - Parry Sound,North Bay Parry Sound District Health Unit - Sexual Health - Parry Sound,,ProgramAtSite,North Bay Parry Sound District Health Unit,12379030,,,,,,,Canada,No,70 Joseph Street,Unit 302,Parry Sound,Parry Sound,ON,P2A 2G5,Canada,No,45.3593895,-80.0429575,Clinic hours vary; call for exact dates and times. Check online calendar:http://www.myhealthunit.ca/en/Calendar/Default.aspx?StartDate=07/28/2017&EndDate=07/27/2018&Category=Sexual+Health+Clinics&Keywords=parry%20sound&Limit=25,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,705-746-2711 ,,FALSE,,,FALSE,1-800-563-2808 ,,FALSE,,,FALSE,705-746-5801 ext 3213,,FALSE,,,FALSE,,,FALSE,contact@nbpsdhu.ca,http://www.myhealthunit.ca/en/clinicsclassesandevents/sexualhealthclinics.asp,Active,"Sexual health clinic that offers free condoms, low cost birth control, pregnancy testing, pregnancy counselling, pap testing, emergency contraceptive pill, sexually transmitted disease testing and treatment, HIV testing, and abstinence, sexuality and safer sex counselling.",51026767 51027128,Parry Sound and area,,Open to all,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,Wheelchair Accessible - main floor ,"Parry Sound Mall, Joseph Street and Mall Drive",,,,"free, low-cost contraception",Appointment Required and self referral,,No Documentation Required,,"English, French",,,,,,,,25/07/2017 14:12,18/10/2017 10:18,,FALSE,51026776,51026767,en,FALSE,North Bay Parry Sound District Health Unit - Sexual Health,North Bay Parry Sound District Health Unit - Parry Sound,,Sexual Health Centres; ,Health Care - Outpatient Health Facilities - Sexual Health Centres,Sexual Health Centres,LN-7800,ON - Parry Sound County; ,,,,,,,,,,,,,MCYS; RAM,
51565218,Onyx Urgent Care Clinic - Sexual Health at Onyx Urgent Care Clinic - Waterloo - King Street North,Onyx Urgent Care Clinic - Sexual Health - Waterloo - King Street North,,ProgramAtSite,Onyx Urgent Care Clinic,51544434,,,,,,,Canada,No,826 King Street North,Unit 17,Waterloo,Waterloo,ON,N2J 4G8,Canada,No,43.5131486,-80.5540121,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-279-1585 ,,FALSE,,,FALSE,,,FALSE,,,FALSE,519-896-6699 ,,FALSE,,,FALSE,,,FALSE,info@onyxrx.com,http://www.onyxurgentcare.com ,Active,A walk in medical clinic for urgent non life threatening medical problems. Offers pregnancy testing and sexually transmitted disease screening and treatment.,51565186 51565218,,,Open to all ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,Unknown,,,,,Free,Drop In,,Health Card,,English,,,,,,,,17/08/2017 10:50,18/10/2017 15:25,,FALSE,51565161,51565186,en,FALSE,Onyx Urgent Care Clinic - Sexual Health,Onyx Urgent Care Clinic - Waterloo - King Street North,,Sexually Transmitted Disease Screening; Sexually Transmitted Disease Treatment; Pregnancy Testing; ,Health Care - Health Screening/Diagnostic Services - Disease/Disability Specific Screening/Diagnosis - Sexually Transmitted Disease Screening; Health Care - Specialized Treatment and Prevention - Condition Specific Treatment - Sexually Transmitted Disease Treatment; Health Care - Human Reproduction - Family Planning - Pregnancy Testing,Sexually Transmitted Disease Screening; Sexually Transmitted Disease Treatment; Pregnancy Testing,LF-4900.8000; LT-1750.8000; LJ-2000.6750,ON - Waterloo County; ,Mon 11:00am - 3:00pm; Tue 10:00am - 12:00pm; Wed 10:00am - 12:00pm; Thu 10:00am - 12:00pm; Fri 10:00am - 12:00pm; ,,,,,,,,,,,,MCYS; RAM,
51565219,Onyx Urgent Care Clinic - Sexual Health at Onyx Urgent Care Clinic - Waterloo - Lester Street,Onyx Urgent Care Clinic - Sexual Health - Waterloo - Lester Street,,ProgramAtSite,Onyx Urgent Care Clinic,51544434,,,,,,,Canada,No,280 Lester Street,Unit 109,Waterloo,Waterloo,ON,N2L 0G2,Canada,No,43.4755876,-80.5357725,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-279-1585 ,,FALSE,,,FALSE,,,FALSE,,,FALSE,519-896-6699 ,,FALSE,,,FALSE,,,FALSE,info@onyxrx.com,http://www.onyxurgentcare.com ,Active,A walk in medical clinic for urgent non life threatening medical problems. Offers pregnancy testing and sexually transmitted disease screening and treatment.,51565186 51565219,,,Open to all ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,,,,No,,None or unknown,,,,None or unknown,,No,No,Unknown,,,,,Free,Drop In,,Health Card,,English,,,,,,,,17/08/2017 10:50,18/10/2017 15:27,,FALSE,51565159,51565186,en,FALSE,Onyx Urgent Care Clinic - Sexual Health,Onyx Urgent Care Clinic - Waterloo - Lester Street,,Pregnancy Testing; Sexually Transmitted Disease Screening; Sexually Transmitted Disease Treatment; ,Health Care - Human Reproduction - Family Planning - Pregnancy Testing; Health Care - Health Screening/Diagnostic Services - Disease/Disability Specific Screening/Diagnosis - Sexually Transmitted Disease Screening; Health Care - Specialized Treatment and Prevention - Condition Specific Treatment - Sexually Transmitted Disease Treatment,Pregnancy Testing; Sexually Transmitted Disease Screening; Sexually Transmitted Disease Treatment,LJ-2000.6750; LF-4900.8000; LT-1750.8000,ON - Waterloo County; ,Tue 1:00pm - 3:00pm; Wed 1:00pm - 3:00pm; Thu 1:00pm - 3:00pm; Fri 1:00pm - 3:00pm; ,,,,,,,,,,,,MCYS; RAM,
50486298,Leeds Grenville And Lanark District Public Health Unit - Sexual Health Clinic at Leeds Grenville And Lanark District Public Health Unit - Smiths Falls,Leeds Grenville And Lanark District Public Health Unit - Sexual Health Clinic - Smiths Falls,,ProgramAtSite,Leeds Grenville And Lanark District Public Health Unit,12371163,,,,,,,Canada,No,25 Johnston Street,,Smiths Falls,Lanark,ON,K7A 0A4,Canada,No,44.9080174,-76.0248272,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,613-283-2740,,FALSE,,,FALSE,,,FALSE,areyousafe@healthunit.org,Http://www.healthunit.org/,Active,Community-based outpatient clinic that provide confidential clinical and counselling services that address sexual and reproductive health. Services include low cost birth control; free condoms; Emergency Contraceptive Pill;  STI testing and free treatments; pregnancy testing amd sexual health counselling and referrals.,Previous ID: 9189 12396272 50486298,,,Open to all.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,Info@healthunit.org,,,No,,None or unknown,,,,,,No,No,Unknown,,,,,"Most services free, low cost birth control",Drop In,,Documents not specified - inquire for more information,,English,,,,,,,,2017-07-07 13:06,2017-12-10 15:11,,FALSE,20447193,12396272,en,FALSE,Leeds Grenville And Lanark District Public Health Unit - Sexual Health Clinic,Leeds Grenville And Lanark District Public Health Unit - Smiths Falls,,Sexual Health Centres; ,Health Care - Outpatient Health Facilities - Sexual Health Centres,Sexual Health Centres,LN-7800,ON - Lanark County; ON - Leeds And Grenville County; ,Wed 10:30am - 6:00pm; ,,,,,,,,,,,,MCYS; RAM,
50486299,Leeds Grenville And Lanark District Public Health Unit - Sexual Health Clinic at Leeds Grenville And Lanark District Public Health Unit - Gananoque,Leeds Grenville And Lanark District Public Health Unit - Sexual Health Clinic - Gananoque,,ProgramAtSite,Leeds Grenville And Lanark District Public Health Unit,12371163,,,,,,,Canada,No,375 William Street South,Unit 200,Gananoque,Leeds And Grenville,ON,K7G 1T2,Canada,No,44.3297813,-76.1553213,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,613-382-4231,,FALSE,,,FALSE,,,FALSE,areyousafe@healthunit.org,http://www.healthunit.org/,Active,Community-based outpatient clinic that provide confidential clinical and counselling services that address sexual and reproductive health. Services include low cost birth control; free condoms; Emergency Contraceptive Pill;  STI testing and free treatments; pregnancy testing amd sexual health counselling and referrals.,Previous ID: 9189 12396272 50486299,,,Open to all.,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,,,Info@healthunit.org,,,No,,None or unknown,,,,,,No,No,Unknown,,,,,"Most services free, low cost birth control",Drop In,,Documents not specified - inquire for more information,,English,,,,,,,,2017-07-07 13:06,2017-12-10 15:02,,FALSE,20447201,12396272,en,FALSE,Leeds Grenville And Lanark District Public Health Unit - Sexual Health Clinic,Leeds Grenville And Lanark District Public Health Unit - Gananoque,,Sexual Health Centres; ,Health Care - Outpatient Health Facilities - Sexual Health Centres,Sexual Health Centres,LN-7800,ON - Lanark County; ON - Leeds And Grenville County; ,Tue 8:00am - 4:00pm; Wed 8:00am - 4:00pm; ,,,,,,,,,,,,MCYS; RAM,
51037732,Timiskaming Health Unit - Sexual health  at Timiskaming Health Unit - New Liskeard ,Timiskaming Health Unit - Sexual health - New Liskeard,,ProgramAtSite,Timiskaming Health Unit,12373006,,,,,,,Canada,No,247 Whitewood Avenue,Unit 43,New Liskeard,Timiskaming,ON,P0J 1P0,Canada,No,47.509064,-79.6809464,First Tuesday of every month - open until 8pm Closed between 12:00pm - 1:00pm,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,705-647-5779,,FALSE,,,FALSE,1-866-747-4305,,FALSE,,,FALSE,705-647-4305,,FALSE,,,FALSE,,,FALSE,spruytm@timiskaminghu.com,http://www.timiskaminghu.com/428/Sexual-Health-Clinic,Active,"Sexual health clinic that offers birth control counselling, emergency contraception, free condoms and low-cost contraceptives, health assessment, HIV testing, counselling and referral including anonymous testing and point of care testing, immunizations, pap testing, pregnancy testing, counselling and referral, STI testing and free treatment, and education and counselling on reproductive and sexual health choices.",Previous ID: 14939 12402022 51037732,,,Open to all,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Rachel Coté,Executive Secretary,coter@timiskaminghu.com,705-647-4305 ext 2254,,No,,None or unknown,,,,None or unknown,,No,No,Wheelchair Accessible,Whitewood Avenue and Edith Street,,,,"Free, low cost contraception",Appointment Required,,Documents not specified - inquire for more information,,"English, French",,,,,,,,26/07/2017 13:51,20/11/2017 11:14,,FALSE,12386669,12402022,en,FALSE,Timiskaming Health Unit - Sexual health ,Timiskaming Health Unit - New Liskeard ,,Sexual Health Centres; ,Health Care - Outpatient Health Facilities - Sexual Health Centres,Sexual Health Centres,LN-7800,ON - Timiskaming County; ,Mon 8:30am - 4:30pm; Tue 8:30am - 4:30pm; Wed 8:30am - 4:30pm; Thu 8:30am - 4:30pm; Fri 8:30am - 4:30pm; ,,,,,,,,,,,,MCYS; RAM,
51037734,Timiskaming Health Unit - Sexual health  at Timiskaming Health Unit - Englehart,Timiskaming Health Unit - Sexual health - Englehart,,ProgramAtSite,Timiskaming Health Unit,12373006,,,,,,,Canada,No,63 Fifth Street,,Englehart,Timiskaming,ON,P0J 1H0,Canada,No,47.8226573,-79.8792402,Closed between 12:00pm - 1:00pm,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,705-544-8698,,FALSE,,,FALSE,1-877-544-2221,,FALSE,,,FALSE,705-544-2221,,FALSE,,,FALSE,705-647-3033,,FALSE,spruytm@timiskaminghu.com,http://www.timiskaminghu.com/428/Sexual-Health-Clinic,Active,"Sexual health clinic that offers birth control counselling, low-cost or free birth control, free condoms, emergency birth control, HIV testing, HIV counselling and referral, pap smears, and sexual health information and counselling.",Previous ID: 14939 12402022 51037734,Timiskaming and area,,Open to all,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Rachel Coté,Executive Secretary,coter@timiskaminghu.com,705-647-4305 ext 2254,,No,,None or unknown,,,,None or unknown,,No,No,Wheelchair Accessible,Fifth Street and Sixth Street,,,,Cost for Service - inquire for more information,Appointment Required and self-referral,,Documents not specified - inquire for more information,,"English, French",,,,,,,,26/07/2017 13:51,20/11/2017 11:17,,FALSE,21619947,12402022,en,FALSE,Timiskaming Health Unit - Sexual health ,Timiskaming Health Unit - Englehart,,Sexual Health Centres; ,Health Care - Outpatient Health Facilities - Sexual Health Centres,Sexual Health Centres,LN-7800,ON - Timiskaming County; ,Mon 8:30am - 4:30pm; Tue 8:30am - 4:30pm; Wed 8:30am - 4:30pm; Thu 8:30am - 4:30pm; Fri 8:30am - 4:30pm; ,,,,,,,,,,,,MCYS; RAM,
51037735,Timiskaming Health Unit - Sexual health  at Timiskaming Health Unit - Kirkland Lake,Timiskaming Health Unit - Sexual health - Kirkland Lake,,ProgramAtSite,Timiskaming Health Unit,12373006,,,,,,,Canada,No,31 Station Road North,,Kirkland Lake,Timiskaming,ON,P2N 3M6,Canada,No,48.1575299,-80.0277291,First Tuesday of the month 8:30am - 8:00pmClosed between 12:00pm - 1:00pm,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,705-567-5476,,FALSE,,,FALSE,1-866-967-9355,,FALSE,,,FALSE,705-567-9355,,FALSE,,,FALSE,705-647-3033,,FALSE,spruytm@timiskaminghu.com,http://www.timiskaminghu.com/428/Sexual-Health-Clinic,Active,"Sexual health clinic that offers birth control counselling, low-cost or free birth control, free condoms, emergency birth control, pregnancy testing and counselling, anonymous HIV testing, HIV Counselling and referral, pap smears, sexual health information and counselling, and sexually transmitted disease testing and treatment.",Previous ID: 14939 12402022 51037735,,,Open for all,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Rachel Coté,Executive Secretary,coter@timiskaminghu.com,705-647-4305 ext 2254,,No,,None or unknown,,,,None or unknown,,No,No,Wheelchair Accessible,Station Road and Nipissing Lane,,,,"Free, low-cost contraception","Appointment Required for certain programs, drop- in, and self referral",,Documents not specified - inquire for more information,,"English, French",,,,,,,,26/07/2017 13:51,20/11/2017 11:19,,FALSE,21619747,12402022,en,FALSE,Timiskaming Health Unit - Sexual health ,Timiskaming Health Unit - Kirkland Lake,,Sexual Health Centres; ,Health Care - Outpatient Health Facilities - Sexual Health Centres,Sexual Health Centres,LN-7800,ON - Timiskaming County - Kirkland Lake; ,Mon 8:30am - 4:30pm; Wed 8:30am - 4:30pm; Fri 8:30am - 4:30pm; ,,,,,,,,,,,,MCYS; RAM,
51072723,Carea Community Health Centre - Sexual Health Services at Carea Community Health Centre - Ajax,Carea Community Health Centre - Sexual Health Services - Ajax,,ProgramAtSite,Carea Community Health Centre,50664370,,,,,,,Canada,No,360 Bayly Street West,Unit 5,Ajax,Durham,ON,L1S 1P1,Canada,No,43.8418274,-79.0323141,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,905-428-9151,,FALSE,,,FALSE,,,FALSE,,,FALSE,905-428-1212,,FALSE,,,FALSE,,,FALSE,info@careachc.ca,http://www.careachc.ca/Clinical-Services/Primary-Care,Active,"Offers sexual health services, including: emergency contraception, birth control renewals, pregnancy and/or STI testing.",51072720 51072723,,,Open to all up to an including 35 years of age,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,No,Paula Carter,Resource Development and Communications Manager,info@careachc.ca,905-723-0036 ext 1229,,No,,None or unknown,,,,None or unknown,,No,No,Wheelchair Accessible,,,,,Free,Appointment Required,,Health Card,,English,,,,,,,,28/07/2017 9:06,2017-10-10 9:55,,FALSE,50664382,51072720,en,FALSE,Carea Community Health Centre - Sexual Health Services,Carea Community Health Centre - Ajax,,Sexually Transmitted Disease Screening; Contraception; Emergency Contraception; Pregnancy Testing; ,Health Care - Health Screening/Diagnostic Services - Disease/Disability Specific Screening/Diagnosis - Sexually Transmitted Disease Screening; Health Care - Human Reproduction - Family Planning - Birth Control - Contraception; Health Care - Human Reproduction - Family Planning - Birth Control - Emergency Contraception; Health Care - Human Reproduction - Family Planning - Pregnancy Testing,Sexually Transmitted Disease Screening; Contraception; Emergency Contraception; Pregnancy Testing,LF-4900.8000; LJ-2000.1000-150; LJ-2000.1000-200; LJ-2000.6750,ON - Durham County - Ajax; ON - Durham County - Pickering; ,Tue 3:00pm - 5:00pm; Thu 3:00pm - 5:00pm; Fri 1:00pm - 4:00pm; ,,,,,,,,,,,,MCYS; RAM,
51245262,Norwest Community Health Centre - Thunder Bay Community Health Centre - Sexual Health  at NorWest Community Health Centre - Thunder Bay Community Health Centre,Norwest Community Health Centre - Sexual Health - Walk In - Thunder Bay,,ProgramAtSite,NorWest Community Health Centre - Thunder Bay Community Health Centre,12371686,,,,,,,Canada,No,525 Simpson Street,,Thunder Bay,Thunder Bay,ON,P7C 3J6,Canada,No,48.3911527,-89.2371984,"Walk-in Services are available: Monday to Thursday from 4:30pm - 8:00pm, Friday from 1:00pm - 4:00pm, and Saturday and Sunday from 10:00am - 3:00pm",,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,807-622-3548,,FALSE,,,FALSE,1-866-357-5454,,FALSE,,,FALSE,807-622-8235,,FALSE,,,FALSE,,,FALSE,jkurzhals@norwestchc.org,http://www.norwestchc.org,Active,"Community health care centre providing sexual health services, such as pregnancy testing, birth control counselling, contraception, sexually transmitted disease and HIV testing.",Previous ID: 10894 12397977 51245262,,,Open to all,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,Yes,,,,,,Yes,,None or unknown,,,,None or unknown,,No,No,Wheelchair Accessible,Simpson Street,Located in front of NorWest,,,Free,Drop in or call,,Health Card,,English,,,,,,,,2017-01-08 11:03,2018-09-02 15:19,,FALSE,12385352,12397977,en,FALSE,Norwest Community Health Centre - Thunder Bay Community Health Centre - Sexual Health ,NorWest Community Health Centre - Thunder Bay Community Health Centre,,Sexual Health Centres; ,Health Care - Outpatient Health Facilities - Sexual Health Centres,Sexual Health Centres,LN-7800,ON - Thunder Bay County; ,Mon 4:30pm - 8:00pm; Tue 4:30pm - 8:00pm; Wed 4:30pm - 8:00pm; Thu 4:30pm - 8:00pm; Fri 1:00pm - 4:00pm; Sat 10:00am - 3:00pm; Sun 10:00am - 3:00pm; ,,,,,,,,,,,,MCYS; RAM,
51565217,Onyx Urgent Care Clinic - Sexual Health at Onyx Urgent Care Clinic - Kitchener,Onyx Urgent Care Clinic - Sexual Health - Kitchener,,ProgramAtSite,Onyx Urgent Care Clinic,51544434,,,,,,,Canada,No,580 Lancaster Street West,,Kitchener,Waterloo,ON,N2K 1M3 ,Canada,No,43.4799739,-80.4830549,Holidays: 3:00pm - 7:00pm,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,519-279-1585 ,,FALSE,,,FALSE,,,FALSE,,,FALSE,519-896-6699 ,,FALSE,,,FALSE,,,FALSE,info@onyxrx.com,http://www.onyxurgentcare.com ,Active,A walk in medical clinic for urgent non life threatening medical problems. Offers pregnancy testing and sexually transmitted disease screening and treatment.,51565186 51565217,,,Open to all ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Cait Desilets,Director of Operations,cait@onyxrx.com,,No,Dr. Michael Kam,Medical Director ,,,,No,,None or unknown,,,,None or unknown,,No,No,Wheelchair Accessible,Lancaster Street West and Bridgeport Road East ,,,,Free,Drop In,,Health Card,,English,,,,,,,,17/08/2017 10:50,18/10/2017 15:27,,FALSE,51544451,51565186,en,FALSE,Onyx Urgent Care Clinic - Sexual Health,Onyx Urgent Care Clinic - Kitchener,,Pregnancy Testing; Sexually Transmitted Disease Screening; Sexually Transmitted Disease Treatment; ,Health Care - Human Reproduction - Family Planning - Pregnancy Testing; Health Care - Health Screening/Diagnostic Services - Disease/Disability Specific Screening/Diagnosis - Sexually Transmitted Disease Screening; Health Care - Specialized Treatment and Prevention - Condition Specific Treatment - Sexually Transmitted Disease Treatment,Pregnancy Testing; Sexually Transmitted Disease Screening; Sexually Transmitted Disease Treatment,LJ-2000.6750; LF-4900.8000; LT-1750.8000,ON - Waterloo County; ,Mon 5:00pm - 11:00pm; Tue 5:00pm - 11:00pm; Wed 5:00pm - 11:00pm; Thu 5:00pm - 11:00pm; Fri 5:00pm - 11:00pm; Sat 3:00pm - 9:00pm; Sun 3:00pm - 9:00pm; ,,,,,,,,,,,,MCYS; RAM,
51878180,Wellington-Dufferin-Guelph Public Health Unit - Sexual Health Clinic at Wellington-Dufferin-Guelph Public Health Unit - Palmerston ,Wellington-Dufferin-Guelph Public Health Unit - Sexual Health - Palmerston ,,ProgramAtSite,Wellington-Dufferin-Guelph Public Health,12372347,,,,Palmerston,,,Canada,No,360 King Street ,Unit 3,Palmerston,Wellington,ON,N0G 2P0,Canada,No,43.8300174,-80.8523182,,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,,FALSE,,,FALSE,,,FALSE,1-800-265-7293,,FALSE,,,FALSE,,,FALSE,,,FALSE,,,FALSE,info@wdgpublichealth.ca,http://www.wdgpublichealth.ca,Active,"Offers sexual health counselling, STI treatment and birth control counselling.",Previous ID: 12799 12399882 51878180,,,Open to all,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,,,No,,,,,,Yes,,None or unknown,,,,None or unknown,,No,No,Unknown,,,,,Cost unknown - inquire for more information,Appointment Required,,Documents not specified - inquire for more information,,English,,,,,,,,2017-05-09 9:52,18/10/2017 12:51,,FALSE,12386011,12399882,en,,Wellington-Dufferin-Guelph Public Health Unit - Sexual Health Clinic,Wellington-Dufferin-Guelph Public Health Unit - Palmerston ,,Sexual Health Centres; ,Health Care - Outpatient Health Facilities - Sexual Health Centres,Sexual Health Centres,LN-7800,ON - Wellington County - Palmerston; ,Tue 9:00am - 4:00pm; ,,,,,,,,,,,,MCYS; RAM,
